altitude,count
125500,1
125600,1
125700,1
125800,1
125900,1
126000,1
126100,1
126200,1
126300,1
126400,1
126500,1
126600,1
126700,1
126800,1
126900,1
127000,1
127100,1
127200,1
127300,1
127400,1
127500,1
127600,1
127700,1
127800,1
127900,1
128000,1
128100,1
128200,1
128300,1
128400,1
128500,1
128600,1
128700,1
128800,1
128900,1
129000,1
129100,1
129200,1
129300,1
129400,1
988700,6
988800,52
988900,151
989000,294
989100,534
989200,800
989300,1083
989400,1399
989500,1703
989600,1975
989700,2278
989800,2581
989900,2909
990000,3266
990100,3608
990200,3956
990300,4333
990400,4693
990500,5051
990600,5447
990700,5829
990800,6207
990900,6614
991000,7041
991100,7496
991200,7916
991300,8375
991400,8801
991500,9288
991600,9739
991700,10238
991800,10764
991900,11307
992000,11799
992100,12303
992200,12870
992300,13425
992400,13992
992500,14646
992600,15241
992700,15886
992800,16574
992900,17211
993000,17902
993100,18596
993200,19282
993300,19965
993400,20721
993500,21516
993600,22342
993700,23143
993800,23940
993900,24800
994000,25655
994100,26522
994200,27382
994300,28257
994400,29154
994500,30070
994600,31004
994700,31939
994800,32935
994900,33885
995000,34978
995100,36013
995200,37084
995300,38186
995400,39328
995500,40480
995600,41599
995700,42805
995800,43972
995900,45193
996000,46417
996100,47676
996200,49007
996300,50370
996400,51655
996500,53070
996600,54527
996700,55928
996800,57321
996900,58781
997000,60160
997100,61593
997200,63125
997300,64663
997400,66236
997500,67796
997600,69435
997700,71082
997800,72669
997900,74387
998000,76144
998100,77912
998200,79720
998300,81550
998400,83290
998500,85141
998600,87000
998700,88860
998800,90823
998900,92816
999000,94825
999100,96966
999200,98982
999300,100962
999400,103023
999500,105135
999600,107309
999700,109551
999800,111869
999900,114182
